43.2,43.6,39.9,40.1,1461
43.6,43.75,41.75,42.65,8221
43.3,44.8,42.7,43.1,1183
43.5,43.6,42.55,43,9635
41.2,44,40.5,43.3,1695
41.35,41.6,40.9,41.1,1722
40.5,41.8,40.4,40.75,1138
39.1,40.75,38.6,40.5,1210
39,40.1,38.65,39.35,1040
37.2,39.1,37.05,38.85,9386
35.85,37.25,35.5,36.9,4245
36.65,36.8,35.75,35.85,2602
36.4,36.45,35.45,35.9,3073
35.85,36.45,35.6,36.3,3619
36.75,36.8,35.6,35.7,3544
36.15,37,36.1,36.55,3275
36.5,36.9,36.1,36.65,2869
36.85,37,36.45,36.65,2745
36.35,36.65,36.15,36.45,3832
36.6,36.75,35.35,35.45,4792
35.6,36.8,35,36.55,9041
35.25,35.75,34.25,34.9,1684
36.3,36.3,34.55,34.85,8534
36.3,37.05,36.1,36.7,4130
37.85,37.85,35.8,36,6586
40.45,40.6,38,38.15,6953
16.55,16.75,16.4,16.55,7787
16.25,16.6,16.15,16.45,9734
15.5,16.3,15.5,16.1,1456
15.5,15.7,15.4,15.5,5383
15.6,15.85,15.25,15.5,1191
15.75,15.8,15.45,15.55,3575
15.8,15.8,15.6,15.65,2773
15.65,16,15.5,15.75,1135
15.7,15.85,15.55,15.6,5690
16,16,15.6,15.75,3999
16.15,16.35,15.9,16.05,6288
15.85,16,15.75,15.95,2937
15.85,16.05,15.8,15.9,4478
15.85,15.95,15.7,15.85,4540
15.7,16.05,15.65,15.75,8395
16.05,16.15,15.7,15.8,6050
15.95,16,15.6,15.8,3893
16.25,16.3,15.8,16,6603
16.5,16.6,16.05,16.15,4840
16.4,16.55,16.2,16.45,5124
16.75,16.75,16.35,16.55,5961
16.35,16.85,16.25,16.5,1493
15.65,16.3,15.6,16.2,1128
15.65,15.75,15.3,15.4,4849
15.55,15.85,15.4,15.65,8688
15.6,15.75,15.4,15.5,4548
15.6,15.75,15.4,15.45,6741
15.6,15.9,15.45,15.75,6693
16,16,15.35,15.5,9809
16.75,16.75,16,16.2,1046
1058.95,1067.9,1044.45,1053.5,259
1053,1058.8,1038.75,1053.65,253
1070,1071.15,1050.15,1052.85,346
1071,1098.7,1066.35,1082,410
1069,1080,1047.15,1070.9,471
1053.25,1078.3,1053,1063.4,263
1081,1081,1045.05,1048.95,154
1093.3,1098,1067.15,1075.85,234
1053.4,1086,1051,1082.5,310
1051,1051.15,1045,1048.15,132
1041.65,1044.35,1031.1,1041.15,120
1010,1043.4,1007,1041.65,185
1024.5,1030,1016.3,1019.2,130
1028.4,1033.95,1014,1019.4,240
1019,1027.95,1007.45,1023.25,143
1035,1049.9,1016.05,1019.85,349
1018.85,1021,1003.05,1012.95,134
1007.8,1018.8,998.2,1015.9,219
1034.5,1035,1000.55,1004.85,231
1008.1,1033,1003.5,1029.35,166
1029.9,1036.45,1021.05,1023.85,154
1033.45,1045,1027.35,1031.3,240
1022,1036,1017.9,1028.3,272
1010,1018.25,999.15,1005.5,243
1001,1018.8,984.55,1008.6,385
1042.85,1044.5,1001.65,1007.1,318
1016,1036.4,1008.55,1029.7,197
1034.95,1045,1019.05,1022.5,445
1029,1052.25,1013.55,1032.9,331
1038,1049.9,1022,1035.1,323
1521.4,1527.9,1491.1,1507.45,490
1520.45,1520.45,1501.15,1514,451
1538.75,1543.9,1521.65,1530.75,317
1572,1572.75,1545,1553.3,294
1553.05,1575,1547.1,1573,454
1530.25,1546.4,1530.25,1537.65,454
1526,1527.95,1507,1513.25,305
1530.8,1534.9,1512.5,1523.95,676
1528.1,1532.9,1521.05,1526.3,391
1518.5,1521.8,1511,1517.85,984
1500.3,1506,1491.35,1500.5,359
1475,1504,1474.2,1500.9,458
1504,1504.95,1481.3,1485.45,355
1510,1510.95,1497.25,1503.7,469
1476.9,1495,1475.5,1489.95,429
1485,1494,1467.25,1474.25,1499
1431,1437.95,1415,1419.9,482
1437,1441.1,1413.55,1428.7,548
1462.65,1479.65,1420.1,1423.8,1282
1426.35,1465,1426.35,1462.65,527
1446.35,1457.85,1440.15,1451.2,399
1445,1459.8,1444.1,1455.15,618
1419.7,1432.25,1414,1429.4,663
1412,1412,1386,1393.75,494
1388.95,1419.3,1376,1413.45,812
1404.9,1409.85,1393,1398.65,612
1379,1405.85,1377,1394.7,702
1393.45,1406.5,1378,1393.55,856
1360,1399.45,1355,1380.25,941
1367.5,1394.8,1362,1365.45,1043
3229,3242.8,3195.1,3233.7,147
3217,3220.05,3166.15,3217.4,146
3228.05,3228.05,3195,3206.75,142
3270,3270,3222.05,3241.7,141
3214.5,3262.6,3203.45,3259.7,299
3199,3199,3177.8,3193.15,192
3150,3178.5,3145,3163.25,136
3160.7,3174,3134.35,3157.4,244
3180.5,3184.25,3151.15,3162.1,207
3170.1,3178,3155,3161.7,265
3157.8,3160.4,3127,3137.4,102
3105,3160,3105,3157.3,159
3159,3159,3112,3121.85,119
3150,3155.35,3128.55,3144.7,179
3072.65,3128.4,3071.45,3111.75,152
3145,3150,3071,3099.15,225
3100.75,3110,3052.35,3103.3,205
3084.9,3109.9,3062.05,3100.75,167
3100,3145,3053.35,3069.55,473
3010,3127,3005,3118.55,306
3097.4,3105,3058.1,3064.9,194
3111,3124,3092.45,3101.95,179
3029.95,3098,3023,3091.15,215
2995,3020.7,2974,2984.95,176
2990.85,3019.7,2950.1,3004.55,282
3054,3055.85,2990,2997.3,249
2980,3049.95,2980,3035.65,274
3009.4,3025,2976,3017.45,223
2959.85,3025.85,2926.1,2994.4,293
3004,3022.5,2979,2982.05,265
2772,2772,2706.3,2741.55,183
2774.9,2781.45,2746.6,2769.7,117
2705,2779,2705,2763.65,123
2745,2747.35,2703,2728.45,170
2770.15,2784,2741,2754.95,890
2750,2791,2738.25,2761.5,114
2708.95,2738.9,2693.25,2736.4,100
2700,2765,2680,2703.8,212
2697.35,2697.35,2662,2670.3,505
2697,2699.9,2679.15,2683.9,184
2650,2679.65,2640.05,2665.65,986
2640,2644,2581.35,2631.5,102
2654.35,2677,2640,2644.55,100
2638.15,2664.7,2623.15,2641.1,771
2613.9,2634.9,2602.55,2625,111
2640,2663.6,2607.75,2617.8,133
2610,2628,2591,2598.65,104
2630,2644.9,2606,2621.35,113
2693,2694,2616.4,2624.5,107
2710,2727.9,2658,2680.1,129
2690,2745,2675,2730.5,528
2598.05,2620,2581.6,2592.85,141
2629,2629,2571.65,2585.1,129
2625,2625,2555.6,2574.2,105
2538,2637.4,2522.6,2606.95,145
2594.85,2606.05,2517.35,2531.5,118
2587.5,2634.5,2564.5,2576.95,142
2669.95,2679.55,2585.55,2600.35,125
2666,2677.95,2563.55,2655.5,137
2737.6,2755.7,2667,2672.45,123
138.55,139,136.75,138.55,999
136.4,138.4,136.05,137.85,750
136.4,136.7,135.25,136.4,756
135.85,139.2,135.35,136.45,2112
134.1,135.7,134.1,135.15,1163
134.4,135.2,132.8,134.05,875
132.1,135.6,131.8,133.7,2292
130.75,132.2,130.3,131.8,1387
132.45,132.9,129.85,130.75,1023
133,134,132.4,132.8,215
129.35,133.4,128.75,131.55,1195
127,131,125.8,129.6,1875
128.7,128.7,127.4,127.8,738
128.45,129.1,127.6,128.7,649
127,128.2,126,127.8,932
132,132.8,127.05,127.6,1321
131.2,131.85,127.65,129.85,1332
131.1,132,129.1,131.35,940
133.25,133.5,130.25,131.1,1318
133,134,132.2,133.25,1018
132.05,134.25,131.2,134.05,1353
136.5,136.55,132.4,132.65,1457
134.9,135,131.8,133.9,1414
131.7,135,130.6,132.4,5097
125.5,132.4,125.5,126.8,3353
123.5,128.2,123.5,126.65,2060
123.95,123.95,121.5,122.55,1527
124.35,127.9,123.85,124.45,1447
127.3,128.8,122.65,123.45,1285
128.25,129.1,127.5,128.6,1041
68.85,70.3,68.7,70.1,1303
68.65,69,68.3,68.5,897
68.5,69.15,68.5,68.7,647
68.55,69.05,68.35,68.6,679
68.4,68.65,68.15,68.5,784
68.5,68.8,68.1,68.25,1055
68.5,69.2,68.05,68.45,959
67.9,68.5,67.85,68.3,1040
67.85,68.25,67.2,67.9,1261
68.25,68.45,67.95,68.05,375
67.4,68.05,67.2,67.5,954
66.65,68.2,66.55,67.85,1943
66.8,67.25,66.45,67,716
66.4,66.8,66.1,66.7,815
66.5,66.7,65.55,66.05,1084
68,68,66.2,66.3,1012
67.3,67.75,66.45,66.85,989
66,67.85,65.95,67.25,1446
67.7,67.7,65.8,65.95,1491
67,67.7,66.85,67.55,904
67.65,67.85,67.05,67.45,1488
67.95,68.1,67.35,67.75,1300
68,68,67.1,67.3,1051
67.25,68.05,66.55,66.7,1329
65.95,67.2,65.5,66.95,1604
66.1,67.3,65.2,65.9,2456
66.4,66.4,65.55,65.75,1597
66.4,67.1,66.1,66.75,1414
67.2,67.4,65.9,66.05,1919
67.8,67.95,67.2,67.45,1358
